,ibns_20u,ibns_20u_9n,vgs_m1,ibn_settl_err,name,type,time,OK
0,21.759700000000002,21.759510000000002,0.620347,0.189999999999739,tran_LayGtAttTtVt,Lay,Thu Jan 19 23:50:12 2023,True
