,ibns_20u,ibns_20u_9n,vgs_m1,ibn_settl_err,name,type,time,OK
0,21.00343,21.0031,0.6734935,0.3300000000027565,tran_SchGtAttTtVt,Sch,Sun Jan 15 01:15:25 2023,True
